City,PG Name,Nearby College,Address,Rent (INR/Month),Room Type,Amenities,Distance to College (km),Rating,Reviews,Contact,Nearby Companies,Nearby Locations,PG Type,Vacancy Status,Meals Included,Meal Charges,Electricity Charges,Room Size (sq.ft),Public Transport Access,Gym,Wi-Fi Speed,Payment Frequency,Advance Payment Required,Security Features,Social Events
Tiruchirappalli,Lawrence Inc,National Institute of Technology Tiruchirappalli,"755 Harris Plains Suite 732
Rodriguezshire, AZ 67985",14940,Single,"Wi-Fi, AC, Laundry, Kitchen",2.0251284709623385,4.011365377847072,Son wide particularly democratic north song action.,+1-590-558-1839x51912,Lin LLC,Port Melissa,Female-only,Not Available,Yes,1200,Not Included,183,Near local train,Yes,Unlimited,Monthly,Yes,Security Guard,Yes
Vellore,Smith-Hall,VIT Vellore,"6938 Cooper Station
West David, TX 39638",5752,Single,"Wi-Fi, AC, Laundry, Kitchen",4.296425062997284,4.094898498335253,Firm consider general fight just activity condition.,773.664.7647x3821,Martinez-Saunders,Sanchezview,Male-only,Not Available,Yes,2771,Included,157,5 min walk to bus stop,Yes,50 Mbps,Quarterly,No,CCTV,No
Tiruchirappalli,Duncan-Jackson,National Institute of Technology Tiruchirappalli,"3897 Small Junctions
Teresamouth, MN 54298",10759,Double,"Wi-Fi, Laundry",4.714132790902994,4.583067806451378,Ten fund evidence list ball behavior base.,068.741.6939x95193,Johnson-Lowe,Carolside,Co-ed,Not Available,No,0,Not Included,180,Near metro station,Yes,50 Mbps,Quarterly,No,Security Guard,No
Salem,Orozco Ltd,Dr. G.R. Damodaran College of Science,"5451 Pope Rapid
Raymouth, MA 90637",6312,Single,"AC, Laundry, Parking",4.485398700166527,3.6649877256269248,Edge test partner meet run.,001-810-410-9955x4946,Rivera-Jordan,Andreaview,Male-only,Not Available,Yes,2699,Not Included,162,Near local train,Yes,100 Mbps,Quarterly,No,CCTV,Yes
Tiruchirappalli,Scott-Brown,National Institute of Technology Tiruchirappalli,"0746 Williamson Bridge
Adamhaven, DE 43181",10075,Double,"Wi-Fi, Laundry",1.1092015581999672,4.226641850733733,Buy sort however memory protect.,(951)427-0126x19352,Hall-Salazar,East Kimberly,Co-ed,Available,Yes,1303,Not Included,192,Near metro station,No,100 Mbps,Monthly,No,"CCTV, Guard at Night",Yes
Chennai,"Thomas, Kirk and Green",University of Madras,"168 Owens Island Suite 084
West James, AR 58954",13271,Double,"Wi-Fi, AC, Laundry, Kitchen",3.3966703426230374,4.801395141502346,Well outside institution reach.,(223)510-5296x043,"Soto, Mcintyre and Price",Brownview,Female-only,Not Available,No,0,Included,186,5 min walk to bus stop,No,100 Mbps,Monthly,Yes,"CCTV, Guard at Night",No
Salem,Anderson-Smith,Periyar University,"779 Thomas Road Apt. 383
West Ralphport, IN 90379",10213,Double,"AC, Laundry, Parking",2.656378269223719,4.202820035202263,Wall later chance read with.,001-331-316-0268x314,Larsen Group,South Melissaport,Male-only,Not Available,Yes,2904,Not Included,165,5 min walk to bus stop,No,Unlimited,Quarterly,Yes,"CCTV, Guard at Night",No
Vellore,Thompson Inc,Vellore Institute of Technology University,"83596 Victoria Crossing
West Joshuaberg, MN 10954",6231,Double,"Wi-Fi, Laundry",4.263927552173506,4.579384530857332,Her tree which book from house.,001-403-629-8071x9479,Brooks Inc,Lake Mary,Co-ed,Not Available,No,0,Not Included,156,5 min walk to bus stop,Yes,50 Mbps,Quarterly,Yes,Security Guard,Yes
Salem,Yoder Ltd,Government College of Engineering Salem,"7626 Smith Plains
Jenniferville, GA 02430",7655,Shared,"Wi-Fi, AC, Laundry, Kitchen",4.0287751494904676,4.473255877650801,Church take again animal leg voice hard choice.,001-279-332-3219x8670,Lawrence-Quinn,North Kenneth,Female-only,Not Available,No,0,Included,150,5 min walk to bus stop,Yes,50 Mbps,Quarterly,Yes,Security Guard,Yes
Vellore,"Avila, Barr and Brown",VIT Vellore,"06212 Ashley Forge Apt. 165
North Mark, DC 37678",9395,Double,"Wi-Fi, Laundry",4.125065532104987,3.925387511827311,You start current where during science.,338.505.4079x22340,"Peck, Becker and Grant",North Amandaton,Male-only,Available,No,0,Included,103,Near local train,No,100 Mbps,Quarterly,Yes,Security Guard,Yes
Madurai,Sims PLC,Madurai Kamaraj University,"93530 Desiree Causeway
Port Scottshire, IN 39011",11087,Shared,"Wi-Fi, AC, Laundry, Kitchen",2.806326923173228,3.097660764415661,Fast current still once gun I.,088.993.8224x8532,Williams and Sons,Dominguezside,Co-ed,Available,No,0,Not Included,177,5 min walk to bus stop,Yes,50 Mbps,Monthly,Yes,"CCTV, Guard at Night",No
Madurai,"Yang, Hanna and Crawford",Tamil Nadu Medical University,"6155 Walters Throughway
Robertsburgh, DC 46888",11711,Single,"Wi-Fi, Laundry",4.36569749178544,4.681464114186974,Do his magazine.,405-639-3336,"Johnston, Mcguire and Estrada",New Johnfort,Male-only,Not Available,Yes,1488,Included,187,5 min walk to bus stop,Yes,Unlimited,Quarterly,No,CCTV,Yes
Erode,Barnett Inc,Erode Arts and Science College,"36694 Jones Rue Suite 883
Valeriefort, HI 72048",11961,Single,"Wi-Fi, AC, Laundry, Kitchen",3.5843441786407024,4.156311403798798,Argue account include.,468-410-9290x65887,Young-Wade,North Michael,Co-ed,Available,No,0,Not Included,159,Near metro station,No,Unlimited,Monthly,No,Security Guard,Yes
Madurai,Moore LLC,Tamil Nadu Medical University,"1443 Jessica Route
New Kaylafort, WY 42375",12416,Single,"AC, Laundry, Parking",4.871705873596101,4.993279503667637,Open series moment weight son.,102-881-4038,Phillips-Vasquez,Powellton,Male-only,Available,No,0,Not Included,119,5 min walk to bus stop,No,100 Mbps,Quarterly,Yes,Security Guard,No
Coimbatore,"Thornton, Palmer and Gray",Coimbatore Institute of Technology,"797 Edward Wall
Banksview, NV 34218",12482,Shared,"Wi-Fi, Laundry",3.5828223643044614,4.098319045689474,Question indicate share light.,148.292.9197,"Clark, Williams and Johnson",Monicaville,Female-only,Not Available,No,0,Not Included,164,Near local train,No,Unlimited,Quarterly,No,CCTV,No
Salem,Mckenzie-Walker,Government College of Engineering Salem,"38315 Benson Mills
Bowenside, MD 41790",6739,Double,"Wi-Fi, AC, Laundry, Kitchen",4.821475938016572,4.332252039243239,Buy ever society newspaper anything.,+1-633-338-8267x2336,"Howard, Green and Richardson",Mirandaville,Female-only,Available,Yes,1520,Not Included,109,Near local train,No,Unlimited,Monthly,No,Security Guard,No
Erode,Thompson Ltd,The Gandhigram Rural Institute,"5078 Stephen Walks
North Jillianberg, DC 13507",7089,Shared,"Wi-Fi, Laundry",1.7043510713973933,3.3018193192618943,Another wind ok green throw.,292.154.8728x881,Day Inc,Hillborough,Co-ed,Available,No,0,Not Included,104,5 min walk to bus stop,No,Unlimited,Monthly,No,"CCTV, Guard at Night",No
Vellore,Potter-Williams,Vellore Institute of Technology University,"70760 Tracy Hills Suite 247
Lake Elizabethshire, ID 51600",10944,Double,"Wi-Fi, AC, Laundry, Kitchen",1.2441261869379128,3.990037430129964,Play build deep popular.,(368)996-1987,"Bowers, Wilson and Lee",Charleston,Co-ed,Not Available,Yes,2539,Included,159,Near local train,Yes,100 Mbps,Monthly,No,Security Guard,No
Chennai,Wright Ltd,Anna University,"94652 Nathan Shoals Suite 406
Scottton, MS 33538",5636,Single,"AC, Laundry, Parking",4.369995925331621,3.7726787133794986,Throw main reach though matter number section.,+1-814-923-3170x0222,"Dixon, Schneider and Murphy",Lake Mistychester,Female-only,Not Available,Yes,1590,Included,197,5 min walk to bus stop,No,Unlimited,Monthly,Yes,"CCTV, Guard at Night",Yes
Madurai,Serrano-Figueroa,Madurai Kamaraj University,"05830 Bradley Manors
East Adamshire, MS 29320",11418,Double,"Wi-Fi, AC, Laundry, Kitchen",4.621949168463598,4.237883058055967,Lot glass body animal stay coach choice.,(161)222-7181x21826,Marshall-Mooney,West Matthew,Male-only,Not Available,No,0,Included,103,Near metro station,No,100 Mbps,Quarterly,No,CCTV,No
Tiruchirappalli,"Johnson, Forbes and Weber",National Institute of Technology Tiruchirappalli,"693 Kaiser Forks Suite 773
Dyermouth, OH 29090",14852,Double,"Wi-Fi, AC, Laundry, Kitchen",4.101558815225804,4.602495728714257,Item would large simply interview most.,628.749.2898x06019,Oliver PLC,West Jessicaport,Co-ed,Not Available,No,0,Included,162,5 min walk to bus stop,No,50 Mbps,Monthly,No,CCTV,Yes
Erode,Vaughn-Smith,Erode Arts and Science College,"73188 Andrew Shoal Suite 170
West Chris, VA 58486",10708,Single,"Wi-Fi, Laundry",2.157092441746157,4.144853641206748,Everybody seat son consumer effect performance research society.,930.182.4835,Wilkinson-Miller,North Nancy,Female-only,Not Available,Yes,1426,Not Included,196,Near metro station,Yes,100 Mbps,Quarterly,No,Security Guard,Yes
Madurai,"White, Robles and Cobb",VIT Madurai,"99319 Susan Views
New Troy, MT 98404",9044,Double,"Wi-Fi, Laundry",2.946247931550238,4.297009076784308,Four surface trip employee indeed country.,7128507157,Lopez-Hall,New Darrenfurt,Female-only,Not Available,Yes,2235,Not Included,123,5 min walk to bus stop,Yes,Unlimited,Monthly,Yes,"CCTV, Guard at Night",No
Vellore,Moore-White,VIT Vellore,"116 Rojas Ports
North Ryanport, MT 55033",10135,Single,"Wi-Fi, Laundry",4.418364073963021,3.117121588962663,Meeting understand edge easy candidate.,986-764-0179x74047,"Roach, Walton and Brown",Bestbury,Female-only,Not Available,Yes,2039,Included,193,Near metro station,Yes,100 Mbps,Monthly,No,CCTV,No
Erode,Garza-Meyer,Erode Arts and Science College,"10953 Robert Rapid
Houstonview, TN 24770",7296,Double,"Wi-Fi, AC, Laundry, Kitchen",4.1092004117131395,3.0613574023813754,Admit relate continue either measure boy set.,+1-942-463-0734x426,Hernandez-Rodgers,Ebonymouth,Co-ed,Available,Yes,2476,Included,144,Near metro station,No,100 Mbps,Quarterly,Yes,Security Guard,Yes
Chennai,Smith Inc,University of Madras,"29646 Clark Cliff Apt. 306
Friedmanbury, MA 17215",11210,Single,"AC, Laundry, Parking",4.100601456373818,3.2281526787253045,Purpose international order along.,0254590715,Reed Inc,Lake Melindamouth,Male-only,Available,No,0,Included,144,5 min walk to bus stop,No,50 Mbps,Quarterly,Yes,Security Guard,No
Tiruchirappalli,Ballard PLC,Anna University Tiruchirappalli,"9088 Murphy Mews
Leonborough, TX 58114",7988,Single,"AC, Laundry, Parking",2.3960517214803554,3.680807125028658,Return alone sea effort.,(468)808-8826x198,Gillespie-Chung,Lake Lisa,Co-ed,Not Available,Yes,1117,Included,106,Near local train,Yes,100 Mbps,Quarterly,Yes,CCTV,No
Salem,"Zuniga, Gamble and Chaney",Periyar University,"1371 Christopher Mews Suite 433
Brianfurt, OH 05971",9842,Double,"Wi-Fi, AC, Laundry, Kitchen",3.6036946055482937,3.667444050883348,Sell memory paper plan him.,+1-162-434-1514,Perez-Benitez,South Nicholas,Co-ed,Not Available,Yes,1846,Not Included,197,Near local train,No,100 Mbps,Quarterly,No,"CCTV, Guard at Night",Yes
Salem,Clark Ltd,Dr. G.R. Damodaran College of Science,"94115 Laurie Cliffs
Owensville, CA 08968",7407,Double,"Wi-Fi, AC, Laundry, Kitchen",3.8879200376625462,3.7919339049357053,Risk positive lawyer follow truth few.,628-417-7439,Olsen-Thomas,Port Tammy,Female-only,Not Available,No,0,Included,111,Near metro station,No,50 Mbps,Quarterly,No,CCTV,No
Vellore,"Dyer, Mills and Mcgee",Vellore Institute of Technology University,"20359 Bianca Inlet
West Michael, NM 57945",13104,Double,"AC, Laundry, Parking",4.000200028840454,4.762874629719269,Fish director talk focus popular conference.,(034)550-2460,"Norton, Hardy and Stone",Jilliantown,Female-only,Available,No,0,Included,106,Near metro station,No,Unlimited,Monthly,No,Security Guard,Yes
Vellore,"Mcguire, Barrett and Mercado",Vellore Institute of Technology University,"84289 Chang Plains
South Jodi, AZ 42041",14309,Single,"Wi-Fi, AC, Laundry, Kitchen",1.049934188584507,4.610575419935932,They what friend trial.,340-540-3515x8517,"Horn, Williams and Walker",Matthewton,Male-only,Available,Yes,2176,Not Included,155,Near local train,Yes,Unlimited,Quarterly,Yes,CCTV,Yes
Erode,Johnson-Evans,The Gandhigram Rural Institute,"27746 Sarah Neck
North Jessica, AR 67005",14449,Double,"Wi-Fi, Laundry",2.2776430385518647,3.5122684063900134,Clear gas animal glass tough mention both.,(036)579-6132x0760,Daniels Group,Port Lindaberg,Male-only,Not Available,No,0,Included,183,Near metro station,No,50 Mbps,Quarterly,Yes,"CCTV, Guard at Night",No
Chennai,Lopez-Beck,Anna University,"96253 Nelson Fall Suite 116
Jessicahaven, UT 46287",14517,Double,"Wi-Fi, Laundry",3.940694166484132,4.395742788550013,Practice education large style.,+1-159-679-6802x763,"Holmes, Gonzalez and Acosta",Campbellfurt,Male-only,Available,No,0,Included,125,Near local train,No,50 Mbps,Quarterly,Yes,"CCTV, Guard at Night",No
Erode,Monroe-Martin,Erode Arts and Science College,"3677 Hall Island
Lake Gina, NJ 05484",10461,Double,"AC, Laundry, Parking",2.0859292142360752,3.3710798402926985,First only position who difference participant order.,001-728-613-3284x8962,"Smith, Solis and Vasquez",Port Jay,Co-ed,Available,No,0,Not Included,164,5 min walk to bus stop,No,Unlimited,Quarterly,No,"CCTV, Guard at Night",Yes
Salem,Martin-Williams,Periyar University,"914 Fred Roads
Rodneyville, ND 13287",13990,Shared,"Wi-Fi, Laundry",1.890408309699109,4.898894099350464,None newspaper beautiful mouth instead form.,221-709-7040x2531,"Delgado, Davis and Gonzales",North Joseph,Female-only,Available,Yes,1371,Included,182,Near metro station,Yes,100 Mbps,Monthly,No,Security Guard,No
Madurai,"Coffey, Hoover and Jones",Tamil Nadu Medical University,"4190 Kelly Shore Apt. 194
New Shane, CO 63608",6431,Shared,"AC, Laundry, Parking",3.7403760185085693,4.284936464176815,Page natural over region partner pull yes.,393-950-6817x56168,"Wilson, Abbott and Hansen",South Caitlin,Female-only,Not Available,No,0,Not Included,126,Near metro station,No,50 Mbps,Monthly,No,"CCTV, Guard at Night",Yes
Chennai,"Joseph, Reynolds and Hill",University of Madras,"325 Garcia Junction Apt. 090
Terribury, WV 59203",7122,Double,"Wi-Fi, Laundry",3.198439841590099,4.226642363532138,Child game laugh man establish father.,(883)556-1926x6291,Schneider-Mitchell,Bennettton,Female-only,Available,Yes,1775,Included,135,Near local train,No,50 Mbps,Monthly,Yes,"CCTV, Guard at Night",No
Coimbatore,Williams-Gonzalez,Coimbatore Institute of Technology,"8931 Antonio Trace
New Jose, TN 56333",14126,Shared,"AC, Laundry, Parking",1.3927747773765335,3.825966454278835,Accept world understand home process per.,396.193.4303,Mcknight Group,West Samuel,Co-ed,Available,No,0,Included,129,Near local train,Yes,50 Mbps,Quarterly,No,CCTV,No
Madurai,Padilla-Jackson,Tamil Nadu Medical University,"088 Graves View
Austinview, GA 98129",14427,Shared,"AC, Laundry, Parking",4.124980981058503,3.6301912902543165,Movie discover establish thing.,687-332-8935x90725,Rodgers and Sons,West Kimberlyfort,Male-only,Available,Yes,1416,Included,156,Near local train,Yes,100 Mbps,Quarterly,Yes,Security Guard,Yes
Salem,Austin-Hayes,Dr. G.R. Damodaran College of Science,"1465 Melissa Meadows Suite 641
Joyborough, TX 95365",6952,Shared,"AC, Laundry, Parking",4.230681511459076,4.232996787242893,Some model when would.,(526)064-5301x705,"Mcintyre, Lawrence and Burgess",Denisemouth,Co-ed,Available,Yes,2017,Included,144,Near local train,Yes,50 Mbps,Monthly,Yes,"CCTV, Guard at Night",Yes
Chennai,"Rogers, Evans and Anderson",SRM Institute of Science and Technology,"8650 Jennifer Inlet Apt. 317
Hortonton, VT 68654",7770,Single,"AC, Laundry, Parking",4.554835457758148,3.3835621834941327,Car four away board rise.,439.874.1197x61768,"Larsen, Douglas and Williams",North Aaronborough,Female-only,Not Available,Yes,1221,Included,121,5 min walk to bus stop,Yes,100 Mbps,Quarterly,Yes,"CCTV, Guard at Night",No
Madurai,Hall Inc,Tamil Nadu Medical University,"3420 Young Flats Suite 340
East Denise, OR 79404",14585,Shared,"Wi-Fi, Laundry",3.450537521763563,3.4064643654720363,Season recently each.,(169)410-5192x0061,"Smith, Harding and Rodriguez",East Stacy,Female-only,Available,Yes,1099,Not Included,137,Near metro station,No,50 Mbps,Monthly,Yes,Security Guard,Yes
Coimbatore,Rodriguez-Reyes,Tamil Nadu Agricultural University,"434 Morse Square Apt. 860
Joshuaview, WY 03797",8728,Shared,"Wi-Fi, Laundry",4.63309049139802,4.082388943992754,Near nature who use.,579-233-3465x02418,"Hall, Strong and Meyer",North Paul,Male-only,Available,Yes,2114,Included,158,Near metro station,Yes,50 Mbps,Quarterly,No,Security Guard,Yes
Tiruchirappalli,"Lyons, Johnston and Johnson",Bharathidasan University,"707 Ebony Causeway Apt. 923
Barbaramouth, TX 85701",13788,Double,"Wi-Fi, AC, Laundry, Kitchen",4.521938551526122,4.560599250698745,When put when community central memory.,765-098-4249x30379,Hernandez-Davidson,West Steven,Female-only,Available,No,0,Included,196,Near local train,No,50 Mbps,Monthly,No,Security Guard,No
Salem,Golden Ltd,Government College of Engineering Salem,"228 Keith Plains Apt. 428
South Jonathan, ND 39166",11591,Single,"Wi-Fi, AC, Laundry, Kitchen",4.53358595480023,4.552358418817184,Personal despite data try whose every discover.,6224452491,Smith-Lee,South Kendrabury,Male-only,Available,Yes,2375,Included,152,Near local train,No,50 Mbps,Monthly,No,Security Guard,Yes
Coimbatore,"Young, Johnson and White",Tamil Nadu Agricultural University,"USCGC Chang
FPO AE 08208",10699,Shared,"AC, Laundry, Parking",1.6439676066242206,3.7265069564020235,Fight itself hold pick easy among.,(156)916-4017,Green-Jones,Robertfort,Female-only,Not Available,No,0,Not Included,145,Near metro station,No,Unlimited,Monthly,Yes,"CCTV, Guard at Night",No
Chennai,"Carter, Mitchell and Peterson",University of Madras,"Unit 0248 Box 0610
DPO AE 24712",10160,Single,"Wi-Fi, AC, Laundry, Kitchen",4.339877432937761,4.371038571590192,Door force care future interview movie particularly.,001-402-994-5896,"Wilson, Espinoza and Bass",East Brittneyside,Co-ed,Available,Yes,1397,Not Included,153,5 min walk to bus stop,Yes,50 Mbps,Monthly,Yes,CCTV,No
Madurai,Stewart Group,Tamil Nadu Medical University,"5588 Vanessa Stream
Craigton, OR 57473",8536,Single,"Wi-Fi, Laundry",1.5340906725818253,3.6342298122118852,Always of world still.,+1-277-407-7523,"Mckee, Ortega and Gilbert",Kevinton,Co-ed,Available,Yes,1432,Not Included,165,Near metro station,Yes,100 Mbps,Quarterly,No,CCTV,Yes
Erode,"Jones, Ellis and Bailey",Erode Arts and Science College,"302 Bridges Port
West Danachester, ID 14750",6985,Shared,"Wi-Fi, Laundry",3.569838671536972,3.437994875055656,Question card wonder mission.,0185597694,Chen-Rose,Henryview,Co-ed,Available,Yes,2713,Included,172,Near metro station,No,Unlimited,Quarterly,No,"CCTV, Guard at Night",No
Chennai,Jones-Rodriguez,VIT University,"1919 Jared Harbor
Samanthaborough, OK 79095",10415,Double,"Wi-Fi, Laundry",4.295207636060347,3.1897754363787802,Research wall girl development only somebody.,616-222-5524x1904,Obrien LLC,West Brittanyview,Female-only,Not Available,No,0,Not Included,125,Near local train,No,Unlimited,Monthly,Yes,CCTV,Yes
